Day_Mins,Day_Calls,Avg_Day_Mins,Day_Charge,Eve_Mins,Eve_Calls,Avg_Evn_Mins,Eve_Charge,Night_Mins,Night_Calls,Avg_Night_Mins,Night_Charge,Intl_Mins,Intl_Calls,Avg_International_Mins,Intl_Charge,Total_Day_Data,Total_Evn_Data,Total_Night_Data,Total_Data,label
179.1,71,0.396426577,30.45,190.6,81,2.35308642,16.2,127.7,91,1.403296703,5.75,10.6,7,1.514285714,2.86,49.53335862,2.61837114,34.97765777,87.12938753,0
278.4,106,0.380747126,47.33,81,113,0.716814159,6.89,163.2,137,1.191240876,7.34,9.8,5,1.96,2.65,29.30460974,43.00040231,59.297706,131.602718,0
160.1,110,0.687070581,27.22,213.3,72,2.9625,18.13,174.1,72,2.418055556,7.83,13,4,3.25,3.51,59.3862909,18.16891837,68.21979157,145.7750008,0
198.2,87,0.438950555,33.69,207.3,76,2.727631579,17.62,190.9,113,1.689380531,8.59,8.7,3,2.9,2.35,51.61806574,10.59121654,67.12901933,129.3383016,0
212.1,131,0.617633192,36.06,209.4,104,2.013461538,17.8,167.2,96,1.741666667,7.52,5.3,5,1.06,1.43,91.12091286,27.18695325,78.83799039,197.1458565,1
251.8,72,0.285941223,42.81,205.7,126,1.632539683,17.48,275.2,109,2.524770642,12.38,9.8,7,1.4,2.65,53.14556993,2.203239894,87.44833803,142.7971479,1
161.2,114,0.70719603,27.4,252.2,83,3.038554217,21.44,160.2,92,1.741304348,7.21,4.4,8,0.55,1.19,16.22916206,20.67951084,49.02202263,85.93069553,0
178.3,137,0.768367919,30.31,189,76,2.486842105,16.07,129.1,102,1.265686275,5.81,14.6,5,2.92,3.94,92.6355508,86.99808849,69.54732026,249.1809595,0
151.7,82,0.540540541,25.79,119,105,1.133333333,10.12,180,100,1.8,8.1,10.5,6,1.75,2.84,17.60342773,61.12794033,37.92915885,116.6605269,0
135,99,0.733333333,22.95,183.6,106,1.732075472,15.61,245.3,102,2.404901961,11.04,12.5,9,1.388888889,3.38,21.13449901,78.12454106,61.33524372,160.5942838,0
170.5,94,0.551319648,28.99,173.7,109,1.593577982,14.76,248.6,75,3.314666667,11.19,11.3,2,5.65,3.05,78.97287308,51.77755188,72.52346013,203.2738851,0
238.1,65,0.27299454,40.48,187.2,98,1.910204082,15.91,190,115,1.652173913,8.55,11.8,4,2.95,3.19,36.75364678,58.6082567,19.76368676,115.1255902,0
281.4,102,0.362473348,47.84,202.2,76,2.660526316,17.19,187.2,113,1.656637168,8.42,9,6,1.5,2.43,60.59586483,13.92270004,44.04626806,118.5648329,0
117.9,131,1.111111111,20.04,164.5,115,1.430434783,13.98,217,86,2.523255814,9.76,9.8,3,3.266666667,2.65,28.69942231,90.93265451,47.60688881,167.2389656,0
148.6,91,0.612382234,25.26,131.1,97,1.351546392,11.14,219.4,142,1.545070423,9.87,10.1,1,10.1,2.73,64.6122748,63.98775831,15.7346829,144.334716,0
229.8,90,0.391644909,39.07,147.9,121,1.22231405,12.57,241.4,108,2.235185185,10.86,9.6,7,1.371428571,2.59,91.47219699,13.72880885,31.2889596,136.4899654,0
165,100,0.606060606,28.05,317.2,83,3.821686747,26.96,119.2,86,1.386046512,5.36,8.3,8,1.0375,2.24,41.01196387,10.9705135,86.1226246,138.105102,0
185,117,0.632432432,31.45,223.3,94,2.375531915,18.98,222.8,91,2.448351648,10.03,12.6,2,6.3,3.4,68.54149727,82.28801527,69.43707539,220.2665879,0
161,117,0.726708075,27.37,190.9,113,1.689380531,16.23,227.7,113,2.015044248,10.25,12.1,4,3.025,3.27,24.83502506,39.28587267,3.910785819,68.03168355,0
126.7,108,0.852407261,21.54,206,90,2.288888889,17.51,247.8,114,2.173684211,11.15,13.3,7,1.9,3.59,41.20804731,93.21313853,11.79435189,146.2155377,0
58.9,125,2.122241087,10.01,169.6,59,2.874576271,14.42,211.4,88,2.402272727,9.51,9.4,3,3.133333333,2.54,45.52857048,22.85871719,16.62247449,85.00976217,0
196.8,89,0.452235772,33.46,254.9,122,2.089344262,21.67,138.3,126,1.097619048,6.22,20,6,3.333333333,5.4,84.47427426,7.866728597,56.81603187,149.1570347,1
162.6,83,0.510455105,27.64,152.3,109,1.397247706,12.95,57.5,122,0.471311475,2.59,14.2,3,4.733333333,3.83,89.48347412,41.76612939,79.37045892,210.6200624,0
282.5,114,0.403539823,48.03,219.9,48,4.58125,18.69,170,115,1.47826087,7.65,9.4,4,2.35,2.54,99.90243314,28.98756151,10.96090609,139.8509007,1
113.7,117,1.029023747,19.33,157.5,82,1.920731707,13.39,177.6,118,1.505084746,7.99,10,3,3.333333333,2.7,44.30878453,68.19592694,31.20644386,143.7111553,0
239.8,125,0.521267723,40.77,214.8,111,1.935135135,18.26,143.3,81,1.769135802,6.45,8.7,5,1.74,2.35,38.82334698,63.90622844,71.5556096,174.285185,0
210.2,92,0.437678402,35.73,227.3,77,2.951948052,19.32,200.1,116,1.725,9,13.1,7,1.871428571,3.54,59.33802546,22.45750384,41.61945941,123.4149887,0
213.8,102,0.477081384,36.35,141.8,86,1.648837209,12.05,142.2,123,1.156097561,6.4,7.2,3,2.4,1.94,96.53547448,31.55147812,29.96265049,158.0496031,0
190.7,103,0.540115364,32.42,183.5,117,1.568376068,15.6,220.8,103,2.14368932,9.94,9.8,4,2.45,2.65,92.71661596,66.40409266,80.8748445,239.9955531,0
170.9,124,0.725570509,29.05,132.3,95,1.392631579,11.25,112.9,89,1.268539326,5.08,11.6,3,3.866666667,3.13,76.96390917,7.775746952,68.62452458,153.3641807,0
154.2,119,0.771725032,26.21,110.2,98,1.124489796,9.37,227.4,117,1.943589744,10.23,9.2,5,1.84,2.48,21.01890711,33.73712315,45.013538,99.76956826,0
201.4,52,0.258192651,34.24,229.4,104,2.205769231,19.5,252.5,106,2.382075472,11.36,12,3,4,3.24,19.48091596,47.15892362,36.03949204,102.6793316,0
70.7,108,1.52758133,12.02,157.5,87,1.810344828,13.39,154.8,82,1.887804878,6.97,9.1,3,3.033333333,2.46,93.44319897,46.24910801,91.88822764,231.5805346,1
187.5,124,0.661333333,31.88,146.6,103,1.423300971,12.46,225.7,129,1.749612403,10.16,6.4,6,1.066666667,1.73,45.34880575,92.44404229,52.6677349,190.4605829,1
91.7,90,0.981461287,15.59,193.7,123,1.574796748,16.46,175,86,2.034883721,7.88,9.2,4,2.3,2.48,74.59118558,59.7184685,26.55598777,160.8656419,0
214.2,115,0.536881419,36.41,161.7,117,1.382051282,13.74,264.7,102,2.595098039,11.91,9.5,4,2.375,2.57,20.36757808,33.69229137,41.82898713,95.88885658,0
145.5,92,0.632302405,24.74,217.7,114,1.909649123,18.5,146.9,123,1.194308943,6.61,10.9,2,5.45,2.94,29.65037361,99.66489718,40.1207261,169.4359969,0
166.3,125,0.751653638,28.27,158.2,86,1.839534884,13.45,256.7,80,3.20875,11.55,6.1,5,1.22,1.65,93.87435421,70.4136414,85.3853255,249.6733211,0
231,115,0.497835498,39.27,230.4,140,1.645714286,19.58,261.4,120,2.178333333,11.76,9.5,3,3.166666667,2.57,85.1345391,81.91249643,56.52305136,223.5700869,0
200.3,96,0.479281078,34.05,201.2,102,1.97254902,17.1,206.1,60,3.435,9.27,7.1,1,7.1,1.92,65.18488131,13.45108923,69.25016639,147.8861369,0
197,109,0.553299492,33.49,202.6,128,1.5828125,17.22,206.4,80,2.58,9.29,9.1,10,0.91,2.46,6.124121319,69.13355109,85.46839003,160.7260624,0
129.9,112,0.862201694,22.08,173.3,83,2.087951807,14.73,247.2,130,1.901538462,11.12,11.2,3,3.733333333,3.02,5.11040245,74.11374736,35.65046308,114.8746129,0
175.8,97,0.551763367,29.89,217.5,106,2.051886792,18.49,237.5,134,1.77238806,10.69,5.3,4,1.325,1.43,88.03322175,46.76102453,27.91035558,162.7046019,0
203.1,106,0.521910389,34.53,210.1,113,1.859292035,17.86,195.6,129,1.51627907,8.8,12,3,4,3.24,43.62543536,61.48328896,17.74141422,122.8501385,0
183.2,117,0.638646288,31.14,126.8,76,1.668421053,10.78,263.3,71,3.708450704,11.85,11.2,8,1.4,3.02,52.26952518,75.9082649,68.05634056,196.2341306,0
205,101,0.492682927,34.85,152,60,2.533333333,12.92,158.6,59,2.688135593,7.14,10.2,5,2.04,2.75,58.91140628,19.35782379,28.30831104,106.5775411,0
148.5,115,0.774410774,25.25,276.4,84,3.29047619,23.49,193.6,112,1.728571429,8.71,12.4,3,4.133333333,3.35,11.38916229,50.42909434,25.63825768,87.45651432,0
200.3,68,0.339490764,34.05,220.4,97,2.272164948,18.73,253.8,116,2.187931034,11.42,10.5,4,2.625,2.84,92.40291757,10.63513665,65.30505594,168.3431102,0
192.6,107,0.555555556,32.74,195.5,74,2.641891892,16.62,109.7,139,0.789208633,4.94,6.8,5,1.36,1.84,96.72202168,74.63305986,52.51184725,223.8669288,0
246.5,47,0.190669371,41.91,195.5,84,2.327380952,16.62,200.5,96,2.088541667,9.02,11.7,4,2.925,3.16,11.89663583,31.25895005,99.29881167,142.4543976,0
167.1,86,0.514661879,28.41,177.5,87,2.040229885,15.09,249.4,132,1.889393939,11.22,14.1,7,2.014285714,3.81,46.09400055,35.27686573,97.92133648,179.2922028,1
231.9,101,0.435532557,39.42,160.1,94,1.703191489,13.61,110.4,98,1.126530612,4.97,14.3,6,2.383333333,3.86,31.18565848,85.59932746,12.20604717,128.9910331,0
146.7,91,0.620313565,24.94,203.5,78,2.608974359,17.3,203.4,110,1.849090909,9.15,13.7,3,4.566666667,3.7,8.590056274,33.72361923,99.74574536,142.0594209,0
271.5,87,0.320441989,46.16,216.3,126,1.716666667,18.39,121.1,105,1.153333333,5.45,11.7,4,2.925,3.16,63.77150418,62.38113794,91.26664452,217.4192867,0
181.5,121,0.666666667,30.86,218.4,98,2.228571429,18.56,161.6,103,1.568932039,7.27,8.5,5,1.7,2.3,48.10895478,99.7096965,24.05281828,171.8714696,0
257.7,97,0.376406674,43.81,162.1,95,1.706315789,13.78,286.9,86,3.336046512,12.91,11.1,4,2.775,3,88.24714878,16.12634792,85.11375613,189.4872528,0
193.8,99,0.510835913,32.95,221.4,125,1.7712,18.82,172.3,67,2.571641791,7.75,10.6,6,1.766666667,2.86,13.50169061,75.85307392,5.417369561,94.77213409,0
102.8,119,1.157587549,17.48,206.7,91,2.271428571,17.57,299,105,2.847619048,13.46,10.1,7,1.442857143,2.73,72.74710834,56.85084361,30.01011708,159.608069,0
187.9,116,0.617349654,31.94,157.6,117,1.347008547,13.4,227.3,86,2.643023256,10.23,7.5,6,1.25,2.03,52.09618325,8.200364378,94.45651294,154.7530606,0
226,112,0.495575221,38.42,248.5,118,2.105932203,21.12,140.5,142,0.98943662,6.32,6.9,11,0.627272727,1.86,48.79191485,14.56599015,82.52543709,145.8833421,0
260.4,115,0.441628264,44.27,146,46,3.173913043,12.41,269.5,87,3.097701149,12.13,11.5,4,2.875,3.11,38.33326031,55.9338679,78.51226567,172.7793939,0
178.7,116,0.649132625,30.38,292.1,138,2.116666667,24.83,265.9,101,2.632673267,11.97,9.8,4,2.45,2.65,25.23548608,82.06256688,74.27665111,181.5747041,0
